Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifSortScore,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Corinna,53144,53151,3.19,1,,,,Exact,9.00960,0,Corinna,Corinna,62MQ7,1,Catalogue of Life,Biota|Animalia|Arthropoda|Arachnida|Araneae|Corinnidae|Corinna,
1,,Ikaros,12456,12462,2.92,1,,,,Exact,8.98392,0,"Ikaros Chatzimanolis & Brunke, 2021",Ikaros,urn:lsid:irmng.org:taxname:11917690,181,IRMNG,Biota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Staphylinidae|Ikaros,
2,,O. clarkii,823,836,6.22,2,,,,NoMatch,0.0,,,,,,,,
3,,O. mykiss,40512,40523,4.49,2,,,,NoMatch,0.0,,,,,,,,
4,,Oncorhynchus mykiss,753,774,8.76,2,,,,Exact,9.01315,0,"Oncorhynchus mykiss (Walbaum, 1792)",Oncorhynchus mykiss,49JFF,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Salmoniformes|Salmonidae|Oncorhynchus|Oncorhynchus mykiss,
5,,P. machaon,35593,35605,4.75,2,,,,NoMatch,0.0,,,,,,,,
6,,P. zelicaon,35638,35650,4.92,2,,,,NoMatch,0.0,,,,,,,,
7,,Papilio,35559,35566,3.62,1,,,,Exact,9.00960,0,Papilio,Papilio,6DFM,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Lepidoptera|Papilionoidea|Papilionidae|Papilio,
8,,Salmo trutta,52584,52596,7.84,2,,,,Exact,9.01315,0,"Salmo trutta Linnaeus, 1758",Salmo trutta,79CZL,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Salmoniformes|Salmonidae|Salmo|Salmo trutta,
9,,Salmo trutta pose,51785,51802,5.41,3,,,,PartialExact,9.01315,0,"Salmo trutta Linnaeus, 1758",Salmo trutta,79CZL,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Salmoniformes|Salmonidae|Salmo|Salmo trutta,
10,,Salvelinus fontinalis,51747,51768,13.71,2,,,,Exact,9.01315,0,"Salvelinus fontinalis (Mitchill, 1814)",Salvelinus fontinalis,6XG35,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Salmoniformes|Salmonidae|Salvelinus|Salvelinus fontinalis,
11,,Spartina,36697,36705,3.66,1,,,,Exact,8.98392,0,Spartina Schreb.,Spartina,11328g,6,GRIN Taxonomy for Plants,Plant|Poaceae|Spartina,
12,,Spartina alterniflora,36563,36584,11.04,2,,,,Exact,9.01138,0,Spartina alterniflora Loisel.,Spartina alterniflora,4YF3V,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Sporobolus|Sporobolus alterniflorus,
